"Height","Age","Income","SAT"
62,47,59129.05,994
72,55,36879.17,977
67,70,31651.44,1430
70,85,30106.71,1262
70,60,51575.16,908
70,45,51490.37,1315
71,56,104521.84,821
73,36,96222.36,1241
62,21,14977.34,968
70,60,32338.33,1222
69,49,71713.49,1162
70,64,35399.43,684
63,85,72007.75,1204
67,83,26169.48,1129
64,63,73198.29,1328
70,52,52189.18,937
60,86,7309.92,991
68,27,4004.88,843
66,34,49769.34,939
69,26,4849.89,1301
64,23,22347.53,955
71,72,103286.59,1415
68,19,33712.54,864
75,49,23205.39,1067
79,49,34621.76,939
72,32,80005.45,1052
66,67,31050.24,738
73,52,35467.42,1052
70,39,38112.32,1062
70,39,21721.16,960
71,89,63503.91,1268
75,80,11878.21,1094
71,78,5180.25,946
69,35,9684.19,957
73,87,18741.88,1014
67,24,16302.19,1240
74,36,13084.61,1121
71,29,16777.1,1172
68,72,70692.67,899
70,38,23349.59,1243
70,19,17160.69,777
73,40,47211.19,1196
66,82,22790.39,901
67,51,90337.77,1217
74,18,41275.19,1291
71,54,55362.69,954
69,48,26727.55,717
63,50,30857.26,921
68,56,83093.7,966
65,61,1335.06,1093
66,38,17505.67,1099
70,79,38962.02,1061
76,72,11980.8,772
63,19,16267.07,1472
64,37,16672.34,408
69,44,2433.29,1292
74,79,47974.47,995
68,40,46452.21,894
73,20,31099.57,1217
69,75,56213.34,1132
66,31,10069.24,1164
68,32,17991.28,1075
67,27,67884.4,1364
68,61,15154.72,890
72,88,46064.2,1066
69,88,17120.62,978
71,88,70848.5,992
68,75,31102.12,1052
70,24,33947.18,1078
66,71,15549.31,1155
70,31,29997.98,1503
67,36,11768.25,558
64,52,63860.95,878
69,83,40095.66,1196
68,44,72901.06,600
67,26,71243.08,975
65,42,97006.22,1435
74,87,52553.61,1015
69,25,52055.56,1177
66,78,44614.63,1052
69,50,14223.96,919
67,48,110359.29,1252
68,60,8812.05,899
72,72,68592,1003
73,59,24514.86,814
76,63,102569.98,1197
75,42,94882.61,1329
72,59,42747.35,1177
66,75,48407.22,1193
69,80,28640.69,1035
73,31,41703.97,1152
67,88,7507.33,940
62,64,34278.99,943
69,88,21385.53,1176
65,72,79055.07,1076
76,57,21134.54,1001
69,24,15567.5,1123
67,63,7864.09,947
72,64,26382.76,899
69,43,68648.85,951
64,48,38594.71,1275
65,56,6653.98,1100
65,64,15439.43,1008
64,60,43199.78,1150
72,18,31521.25,773
68,39,22148.32,1047
75,79,25908.79,976
76,72,52953.34,966
68,62,50173.65,1109
69,67,87921.52,1052
74,71,37569.35,1364
69,76,56055.79,893
73,22,105376.66,835
70,21,28426.93,1090
74,73,8505.23,1280
72,82,60688.63,1069
73,52,14782.95,723
70,69,39451.92,989
66,49,94756.7,993
65,43,7106.34,831
70,34,60257.63,1337
61,65,19643.37,1050
70,75,72912.18,1133
68,69,37714.95,636
73,78,15436.49,1061
72,40,80471.45,1011
79,31,36924.54,1282
74,53,28499.88,1459
67,73,72614.83,1091
73,35,31858.07,1233
65,66,66917.4,1253
63,35,25273.49,1380
67,30,32873.18,895
67,40,41422.08,1099
75,25,143196.36,1142
72,82,63014.12,1059
66,75,130487.49,1316
65,52,89557.64,883
71,21,27025.39,1202
71,50,26800.2,1147
72,60,13338.94,1050
68,58,13803.16,1600
66,33,46099.38,1229
67,80,22898.45,1065
76,47,8962.38,680
75,23,43356.05,900
78,44,73324.14,1179
70,45,47485.7,1170
65,44,8128.44,1229
69,21,14059.64,757
70,64,54457.93,913
66,23,21537.46,867
68,58,12736.74,1347
68,88,34583.56,844
66,50,37693.39,936
64,19,47830.67,1223
75,75,7680.63,858
61,79,31670.17,604
75,37,64876.18,911
76,67,57211.24,1164
68,85,38613.72,1469
66,28,46224.98,1460
70,88,23029.87,1201
69,81,45888.3,945
67,47,7491.37,1139
72,21,101735.1,1034
65,52,9633,875
75,64,37192.22,1258
80,85,25244.4,1038
64,82,47827.97,1192
68,33,70515.72,875
65,83,58933.88,1252
64,55,10697.38,1096
72,33,17157.34,891
66,83,29463.78,1138
69,88,94005.56,935
68,32,20932.73,917
68,27,20714.7,1557
72,61,47922.71,939
71,67,16168.59,1005
69,35,56957.67,1069
63,27,54560.64,1086
69,57,32598.8,1239
58,78,59272.51,1035
68,28,86852.17,1346
67,44,46115.63,1084
64,21,30044.6,929
69,59,54522.74,955
71,19,19909.45,717
70,52,24101.34,742
68,77,32747.65,1136
68,87,32723.6,829
59,83,39855.38,751
65,47,1647.65,1385
72,50,13137.28,812
71,44,20630.65,867
70,85,22764.18,1307
71,85,24687.16,1155
71,55,44742.01,670
69,77,21132.85,1127
71,37,14523.95,1201
64,57,8693.99,964
70,57,54570.55,742
70,85,46709.46,1050
70,27,12588.13,1154
68,43,23026.5,827
70,89,17923.94,1302
71,25,43317.78,875
77,50,17025.59,1088
68,48,17940.3,947
72,23,47254.7,1055
69,68,63388.02,1015
71,56,51475.97,1131
72,40,25601.07,1159
68,68,33325.44,936
65,60,27761.42,912
67,64,37237.9,1178
65,26,28317.92,1472
70,62,81635.68,1394
73,24,70315.07,936
71,75,5083.54,1018
67,83,51239.61,1016
70,38,66918.77,1116
69,84,77404.92,1156
68,22,59008.08,942
68,39,18716.48,1269
69,38,4169.96,1328
77,75,33745.84,980
73,84,5156.73,740
69,67,28136.75,1173
64,23,80528.23,979
74,60,64790.76,960
77,61,37041.53,880
70,42,95841.05,1382
75,27,34894.83,1353
70,39,17678.84,1048
68,47,26602.67,992
69,38,42423.26,1522
71,75,85900.83,1063
70,87,5957.43,927
61,26,147259.25,1188
71,72,16933.24,906
70,66,47212.3,1231
71,18,25836.33,853
68,33,40022.91,1211
66,81,7063.77,1166
68,75,46629.54,1020
73,77,1947.01,1216
69,61,40082.1,1322
69,28,87273.77,1411
67,60,7276.01,815
77,35,16441.16,1427
73,69,66999.86,798
71,75,77291.28,1041
69,23,59484.1,894
75,71,50690.72,936
69,53,77018.87,1216
75,79,40640.29,1033
68,79,44130.29,1410
71,36,8382.36,1137
63,23,17070.33,857
70,74,6447.94,1376
69,65,112909.1,988
71,20,48939.3,1014
67,85,5373.63,1067
69,35,32050.47,1038
70,30,19094.69,973
75,77,13784.65,1006
69,72,28562.1,750
68,31,15876.92,1104
67,79,73427.96,1059
70,25,23064.73,1290
69,82,54113.24,1079
74,34,67065.35,926
67,69,7093.81,861
72,72,719.38,630
68,48,35648.66,771
66,45,22134.37,1109
62,58,29435.33,877
74,59,41104.9,878
64,80,54056.72,739
80,46,33370.56,990
66,43,35531.49,1345
70,43,47902.35,1038
58,73,98874.77,791
67,47,7606.51,697
67,85,83483.02,986
70,72,37229.65,1365
65,71,42685.35,1028
71,59,61811.8,752
75,48,19963.52,958
68,88,42430.66,727
69,56,92676.56,980
72,75,13856.65,1255
67,49,85083.72,869
70,20,51807.43,867
67,57,40390.56,998
68,35,129686.98,1239
68,26,25430.29,1101
76,33,50041.67,982
73,37,6185.73,1039
68,70,15757.42,1311
68,49,1655.13,1264
69,45,63746.38,1190
73,51,31823.43,887
66,32,57048.27,1200
71,61,9522.13,1050
62,62,41693.39,952
76,18,84828.98,1035
68,61,29696.36,1593
74,83,8166.98,1225
70,64,3863.83,1141
70,73,29566.52,836
71,38,42174.44,1382
69,34,34527.2,881
68,52,54882.89,1158
72,70,6420.38,1068
72,87,75831.02,1298
74,18,56206.26,1121
68,23,23830.34,638
65,35,56296.49,947
70,20,29735.25,1218
71,54,27764.46,1027
65,52,38552.82,1203
70,69,16713,1570
73,55,4119.75,1261
69,62,18463.68,570
77,41,33795.2,1148
68,33,22893.63,1359
74,75,44972.68,940
70,83,29420.37,703
69,82,14295.6,1049
66,62,54073.85,1136
70,60,33666.77,1355
73,31,76984.06,1534
71,68,12951.15,572
63,79,27980.25,843
71,56,17058.1,1148
66,34,51274.84,1289
74,19,25541.93,970
64,82,23949.25,1120
64,29,17311.19,1050
63,54,107899.38,1287
71,21,338.58,1141
68,89,41101.43,1384
71,47,18613.17,1352
71,18,39582.58,544
61,81,37698.66,996
68,52,87146.07,1120
62,30,33252.56,763
68,83,19413.72,1040
68,59,156226.93,1046
72,54,36833.91,1071
67,49,12691.12,944
71,85,12801.38,929
68,35,10747.55,1062
66,88,5863.17,1057
64,18,92622.49,1188
70,54,26619,642
67,83,38078.18,1060
73,58,14250.04,881
64,86,18863.78,1467
75,78,55896.6,1040
70,58,75949.01,1054
65,25,109519.65,897
62,82,37434.07,1227
74,74,17948.02,1272
74,67,11182.13,1136
62,60,112267.83,631
70,52,25575.42,972
67,20,149087.91,1161
68,82,71009.57,1117
65,71,44346.03,1294
70,62,64510.37,1257
63,87,55077.06,1030
70,32,25964.54,1099
68,41,97757.51,1091
69,61,68662.96,1327
69,24,111390.68,959
65,28,72582.48,958
67,59,118794.21,777
67,59,36324.57,1221
76,82,21782.48,893
63,21,39007.89,1022
69,86,25516.52,913
72,81,20085.9,1074
72,76,28691.54,832
70,70,91966.02,992
72,67,39773.27,1082
72,68,16368.21,1088
64,71,26215.15,1110
69,60,70634.76,1317
71,28,31540.78,703
72,60,6733.77,1492
70,68,49764.32,995
77,88,21497.01,758
70,26,25806.69,1124
63,65,19282.44,1081
65,63,72742.89,712
66,71,26937.84,710
68,50,33073.26,863
69,88,24430.98,791
79,25,31766.76,770
67,67,3918.57,1178
67,66,54439.63,1301
76,61,14804.87,1128
72,54,12393.71,1248
69,87,25079.78,1084
72,81,30971.4,961
70,64,25572.64,1066
71,63,17259.78,943
72,49,56083.77,897
68,61,47973.08,1121
70,34,104244.75,889
73,64,16266.32,1122
63,67,18547.75,880
60,42,66927.96,1155
68,88,71795.9,1178
66,56,18853.33,782
74,69,31672.86,1050
65,50,103541.29,1017
68,25,49173.41,1514
64,54,18394.72,1133
69,47,20667.41,1200
68,34,81884.02,1186
70,27,67929.36,1418
71,35,34455.56,1258
66,78,29215.29,1019
74,22,21205.54,1171
71,81,16131.2,1126
71,43,82034.7,1371
62,61,72116.64,756
68,25,59627.95,1116
72,46,81460.19,1065
72,62,58779.76,921
74,58,38691.99,1073
67,75,34870.22,996
76,87,57614.24,1010
68,38,48552.54,1113
75,27,18104.31,1140
66,75,32134.31,1101
69,53,6082.06,445
70,41,10260.36,1155
72,49,102037.42,682
68,65,124973.76,991
67,24,56515.16,948
68,75,44318.01,969
74,65,8835.7,787
65,59,45947.66,872
68,73,17471.5,1206
74,71,25131.23,965
72,23,103961.87,1180
69,73,19855.38,1258
70,68,64780.35,1253
69,78,51434.61,1218
70,44,31187.95,919
69,35,31903.37,1186
65,48,25134.85,1291
70,38,8139.56,1122
67,56,47322.48,1177
68,52,6799.92,1261
71,50,38873.39,1127
72,65,33588.37,1600
65,40,45743.11,1315
63,49,34638.96,1231
71,35,31883.28,1450
68,62,20907.91,802
66,28,14885.01,1199
71,40,20371.75,907
78,24,15236.98,1148
72,83,28464.58,1314
71,88,26815.61,1273
74,44,63225.61,925
68,49,22548.24,1498
75,49,85783.23,779
67,79,84626.57,1150
68,74,49094.54,982
71,53,5042.95,1350
73,40,6421.14,1098
75,53,12449.35,1231
66,41,16958.73,1006
66,69,25604.61,1114
67,40,27859.66,838
62,73,43826.54,1191
62,50,54808.45,1224
70,30,41624.11,969
72,76,25734.56,938
73,26,27189.66,742
62,51,43602.32,1032
75,76,52769.85,930
63,21,102289.02,682
65,28,11246.75,1380
64,20,27544.65,1280
67,76,40886.83,729
70,65,13295.2,1421
65,81,18358.79,1221
72,63,22570.59,1409
72,83,16677.24,1064
70,72,71981.51,1196
67,67,37963.61,1208
66,74,48344.2,813
68,74,21331.7,956
66,67,18909.35,1111
73,32,127953.29,822
73,76,31442.16,1172
69,22,54534.08,1320
72,50,29569.98,1025
59,63,20658.76,1128
67,38,32076.56,1098
72,46,25602.92,1100
68,83,69714.85,753
66,50,43457.76,1252
68,79,80948.98,786
64,58,28932.69,1169
71,62,31374.4,851
72,26,39053.76,864
62,67,29596.81,1159
68,25,34423.4,987
63,24,54645.02,872
68,67,61395.3,1127
67,50,54738.1,1156
67,84,77036.44,815
67,60,1583.18,1283
67,20,40512.94,1245
71,30,12278.53,1377
71,62,14885.78,621
66,64,40589.7,655
68,54,22559.29,893
70,39,71688.95,625
62,81,58279.33,477
67,86,65809.53,1427
72,86,31126.31,1111
67,56,63894.51,732
64,29,9288.72,845
75,30,4330.11,795
68,40,53054.33,1115
70,28,7665.37,1301
67,70,56353.8,1039
66,48,48737.24,930
72,52,62167.89,1066
69,67,41432.69,1341
73,82,62172.84,924
64,37,33475.11,942
70,23,30394.65,701
71,81,57455.48,947
65,56,22592.93,713
70,69,22264.73,950
73,30,66410.68,1318
82,87,50961.43,898
64,79,46554.56,1073
66,69,11064.91,885
70,76,30351.96,1257
65,20,27284.41,1216
64,44,12589.08,1022
70,83,55963.12,1139
71,66,55228.13,815
65,36,17957.42,1035
75,60,88696.19,1021
68,37,81496.55,1152
74,29,125100.7,500
71,57,56336.97,1006
65,41,9274.4,1199
71,57,47044.67,669
70,31,28214.05,836
71,70,64148.33,1504
72,28,25728.41,1269
73,62,164593.18,1206
69,30,48922.43,760
63,57,17486.59,990
67,33,59404.62,925
74,79,16477.9,1237
73,69,49157.25,901
70,26,41999.95,958
59,82,18016.24,1600
62,77,54465.11,670
67,49,51487.38,1121
70,20,7998.93,1139
67,63,40627.44,1179
73,33,70558.18,654
68,45,26521.2,1024
57,48,33793.13,1406
66,82,46156.74,948
75,52,18142.67,684
67,25,17432.89,1078
70,28,50948.31,1179
75,53,28266.96,835
63,27,52079.65,726
69,65,11684.02,1063
67,56,40454.33,1093
63,28,55627.93,1220
74,19,31272.69,1143
68,81,35421.35,984
70,70,26937.69,1279
66,30,55528.05,1100
74,85,11223.47,1277
71,19,642.5,854
67,34,24037.09,1050
67,44,71563.2,1146
71,44,13469.65,1249
73,38,42295.46,897
69,40,9484.38,786
71,40,58783.16,995
66,55,24722.3,1358
64,25,29877.93,1179
70,61,49169.02,946
78,53,32225.11,1179
69,57,6985.13,1130
70,75,34869.91,911
74,20,28256.83,985
70,87,11295.28,1116
62,39,35944.04,755
67,48,47932.64,1177
71,54,80957.9,925
73,67,21235.06,1050
73,34,12769.23,857
67,73,105382.76,668
79,47,14517.76,1290
69,88,17813.79,1168
65,83,43633.1,1039
71,57,188508.1,1032
63,28,10215.21,1374
71,19,19591.34,1225
68,82,57149.98,886
74,67,72744.82,675
69,37,21558.72,1116
69,63,38789.74,1338
67,52,54538.49,926
68,51,116072.82,1066
65,74,30557.74,936
64,53,41617.63,834
66,62,44004.47,1413
69,34,47536.67,671
65,77,68740.38,1139
63,55,53381.5,990
67,37,3258.3,1154
79,88,33766.72,1192
69,31,27255.83,914
68,67,42826.96,1247
70,62,7494.26,1001
76,67,71495.77,1193
72,43,6233.29,786
71,31,24122.55,1261
69,86,24473.99,945
64,66,15636.62,731
77,78,31992.78,972
68,32,38134.5,1091
68,46,64336.07,889
66,72,12761.87,1378
67,84,55125.24,1301
69,76,56418.72,886
59,28,110558.61,491
79,81,35717.1,495
72,60,37162.8,1260
70,33,27934.06,1490
65,47,44270.09,937
64,86,14359.39,641
66,63,23098.42,995
83,79,56176.95,888
67,78,7727.4,899
65,70,18396.53,1217
68,31,71841.41,843
68,62,36891.49,872
67,21,33621.17,1086
71,61,35360.93,1279
66,46,26780.04,1335
72,37,13719.2,971
68,85,42570.21,1207
69,46,24229.74,850
70,27,52989.52,855
69,77,24245.59,1009
71,55,91994.92,1265
68,71,64072.08,990
73,81,41699.54,839
69,48,39588.52,639
73,44,18232.24,1189
62,73,9739.99,1056
70,35,60911.07,1203
69,53,30971.7,1109
67,46,16355.23,1089
67,39,38009.87,1281
80,56,77250.07,1432
69,19,67559.51,954
65,41,55335.23,1292
65,89,42991.73,1134
69,63,112850.38,729
64,18,39065.72,1167
71,75,23295.26,1294
72,25,6963.32,932
70,33,66767.48,1252
69,30,11814.75,1215
64,60,47369.67,1208
67,38,19941.89,1358
65,71,81302.27,1088
71,40,22342.02,1238
71,84,57991.48,1335
62,43,24997.96,1218
68,53,12385.98,1100
70,85,24795.64,881
61,22,27127.86,947
68,42,20934.89,866
63,18,29664.13,934
78,54,53448.25,683
72,77,9882.92,890
63,73,116928.79,1135
73,58,37208.57,1325
72,32,23698.32,925
70,39,42519.69,1136
78,85,29897.91,1124
72,21,46266.76,1202
67,51,32696.2,1000
67,56,26046.39,1020
77,62,47119.96,765
72,41,4667.75,1310
69,30,24883.45,1203
73,18,108681.01,1069
65,66,61260.65,868
71,50,14489.22,1077
69,56,28317.17,972
68,39,17384.97,1063
73,30,19291.94,1042
78,88,48225.63,1025
64,64,34886.05,1322
67,36,17022.17,1263
67,70,25028.91,1084
70,82,24767.13,1118
71,48,90570.16,712
63,71,19741.06,1122
73,52,27457.8,993
72,51,48756.86,1243
68,64,42797.98,866
71,46,43102.41,648
68,46,516.96,1083
63,34,48038.68,772
73,75,9782.62,854
71,33,28484.75,986
71,83,167023.91,1104
72,85,44330.53,892
71,86,80866.89,1249
66,32,62589.01,1083
67,30,147502.79,909
76,73,121339.7,1309
66,26,52054.74,1492
71,72,3013.64,1126
70,51,76086.21,981
65,37,46480.75,973
73,35,19074.21,1286
69,63,12802.27,1443
75,53,77407.2,932
73,82,8506.43,1191
68,68,80451.26,1477
68,73,22841.71,1496
62,63,52936.09,1284
74,55,23401.66,1139
65,79,74743.02,879
75,24,26067.17,1265
62,74,15769.79,1113
61,25,39061.2,1168
65,84,42330.62,978
65,82,54584.2,1097
67,68,33313.96,1251
69,60,89004.6,1018
66,79,27451.89,1084
67,73,20302.62,710
69,54,10900.89,1100
66,46,12580.85,1328
71,65,87905.88,1021
73,66,7442.48,930
71,57,44245.45,828
64,83,28398.53,947
69,52,22547.42,927
69,77,42331.55,1162
68,85,41109.02,995
69,42,72765.84,1033
65,71,47060.91,821
71,74,21447.3,935
67,83,45876.98,1247
64,71,15455.2,1284
69,51,36164.92,881
65,44,26566.63,1279
69,80,38643.32,1368
72,73,57762.6,1327
72,60,66239.44,586
70,48,123466.2,768
69,60,80436.27,1093
69,61,34430.2,1118
73,82,34402.73,846
69,42,91899.92,792
71,79,42285.57,1119
71,64,21559.73,1074
76,19,14082.04,1439
68,89,43521.83,1026
69,84,32201.59,1023
66,74,88766.55,1126
65,69,38200.6,903
71,49,32081.98,1470
67,86,4322.3,883
76,43,20245.06,955
75,66,14004.13,1296
72,43,66957.62,1071
62,66,25499.29,969
70,35,6317.09,1075
73,32,13760.46,1217
64,85,37644.44,1432
74,61,97191.78,816
66,35,102387.36,1229
64,21,90194.07,1084
78,20,51734.42,1075
73,82,144643.4,1153
73,33,44483.12,1054
66,87,46287.12,815
70,58,47411.85,1193
66,18,38635.19,1172
77,40,5373.19,1227
75,45,77808.21,979
68,20,44083.95,1159
69,54,36595.13,961
64,22,88145.04,933
71,80,25249.69,1259
69,50,16556.59,1395
69,71,16380.13,947
72,18,39051.12,1071
67,83,30150.97,1060
78,34,33739.15,1344
69,68,59061.97,1199
61,69,23670.17,1101
71,32,19207.14,909
71,82,10562.78,948
69,27,43546.65,866
72,27,10875.34,891
64,76,29871.4,966
71,69,40809.3,857
72,69,34518.83,918
72,69,80269.11,1017
66,69,45359.2,1328
70,58,94702.57,1000
68,80,28906.52,1209
70,52,38247.46,700
59,77,7915.42,1246
70,81,20513.67,825
65,88,23772.32,1090
70,38,31432.21,1169
78,31,27995.29,1390
69,24,7598.77,748
76,48,27155.69,1023
66,74,30654.89,1067
71,54,20467.99,908
77,81,34564.31,1045
69,44,24773.94,1093
67,18,24650.27,935
72,50,54661.27,1099
65,34,68436.57,1237
74,30,31122.22,1201
70,61,34939.95,1158
66,62,49875.9,802
68,46,83595.75,835
70,48,16744.04,1008
73,32,90088.08,1010
70,41,10268.36,925
70,86,8158.46,976
67,68,52145.03,760
66,61,23300.88,1117
70,80,86033.1,635
68,69,13788.32,1154
66,30,33888.26,998
73,74,12865.62,1053
71,23,36913.84,970
68,41,41913.1,1217
72,70,9329.54,1194
68,75,30373.3,1232
64,47,17910.17,1015
66,77,53216.01,1097
66,80,82972.82,1214
66,64,24744.66,911
74,33,115461.68,776
73,83,56539.11,969
73,47,170236.83,679
72,25,108280.13,1049
68,21,28927.28,941
72,70,104366.97,1289
67,71,26429.16,1252
67,18,4495.63,733
67,25,11982.8,989
67,72,23679.68,1049
70,52,11269.08,1042
73,46,25089.23,569
71,38,10223.83,1276
67,18,40097.67,1048
70,21,5795.81,1046
68,35,23585.92,1499
67,41,28497.06,1293
76,48,45773.77,1146
71,67,56207.87,936
71,55,27288.63,890
74,58,61997.08,911
75,31,10224.3,1086
68,67,35153.81,1395
66,30,39320.21,896
63,38,21527.02,751
66,76,7407,1469
67,23,29403.1,1123
65,56,150669.68,1333
65,26,29641.93,1050
68,49,2953.43,1140
67,69,46129.34,778
72,32,4114.11,1280
68,53,24472.05,1103
67,70,6829.84,1426
64,54,52193.87,1110
65,33,6851.14,1136
62,66,23846.35,1236
66,83,35741.61,734
70,18,10134.03,1084
63,43,33422.03,1240
71,42,36960.56,1286
73,79,31289.39,835
72,88,20546.39,837
69,40,69584.67,1129
67,35,39609.36,742
73,68,80193.17,965
69,35,43897.46,757
71,19,7989.96,1016
77,52,26322.95,1119
69,19,25076.63,1138
72,37,16822.08,1235
65,46,22815.71,1287
64,32,67530.59,1035
73,18,57429.37,902
73,33,6379.21,887
60,47,83645.26,1082
68,52,64001.98,985
66,76,20070.48,1128
73,48,9602.79,1016
67,46,76960.48,829
69,52,18169.92,1063
75,45,50131.31,1111
67,83,53522.1,1273
65,25,10265.2,1161
73,41,29098.89,1093
68,81,14365.88,1306
76,64,23124.18,827
66,57,89218.49,1122
70,80,29907.5,1019
73,29,22819.95,901
62,52,19593.16,582
64,46,4003.12,1199
66,45,8798.33,535
69,46,20460.4,698
67,57,137465.5,1357
67,85,60843.12,1107
68,22,10494.67,978
69,84,17596.17,1296
70,61,6827.6,1303
69,83,38780.61,929
66,42,42368.85,1348
68,64,40558.2,1037
71,46,4401.69,1299
72,39,50948.3,1277
75,89,79343.07,1213
65,38,69924.53,1301
70,87,11059.79,757
71,32,56699.07,976
64,48,30486.68,1275
76,40,34706.61,973
72,89,48150.59,835
73,82,19524.05,1039
65,66,92719.05,1174
71,20,40222.44,950
75,47,37268.76,1303
72,39,21191.92,977
68,22,26013.44,1216
69,19,46516.68,711
74,63,3353.66,745
68,83,13784.91,1159
66,54,34640.68,1143
71,80,26903.08,908
67,75,71509.61,1088
70,74,48098.24,1077
68,81,115018.45,1306
67,87,88142.55,921
65,70,6058.44,1256
70,35,91794.89,1027
67,78,12457.75,1023
67,31,36136.16,1067
77,68,13901.97,1087
63,74,19810.29,972
68,64,17916.02,740
69,67,55494.98,1022
66,66,11451.96,931
70,69,33835.43,720
69,48,153899.64,1088
64,26,26723.09,1154
75,20,29401.46,1104
66,27,22322.68,780
74,19,11608.42,1172
71,19,66632.28,904
68,50,26046.67,865
72,48,74152.11,1315
64,47,74897.92,1027
68,24,41284.39,596
68,81,90653.52,1416
68,64,76957.49,1127
70,36,56320.23,1074
65,60,30820.07,1013
66,89,52500.45,981
71,51,8175.92,980
71,37,89531.49,1362
73,37,24580.26,804
65,65,84087.5,1033
65,36,6099,1120
74,68,14676.66,1157
69,31,34555.07,846
63,52,17554.32,1534
69,30,39718.62,1221
75,79,60849.17,972
67,77,14449,741
81,36,31860.66,990
72,31,114809.6,1019
60,75,7244.89,848
72,70,11365.56,1123
76,38,12597.38,1111
72,71,22407.87,1350
72,31,21447.26,1433
70,89,68282.06,1071
71,61,29171.68,1042
68,47,14247.55,1143
69,81,94707.92,1114
64,18,67384.63,1208
66,75,38901.92,687
69,49,104237.19,1209
67,57,28164.1,1081
71,76,114181.9,1232
67,80,38992.45,1298
71,47,34815.3,1244
65,23,45558.81,1013
65,51,75974.12,836
71,63,12527.82,1261
72,54,50180.23,1108
68,33,11742.39,712
68,88,6127.46,955
75,23,52537.52,1164
73,72,48755.99,1279
72,83,29161.53,1022
79,79,25607.75,1283
77,83,7253.39,1161
68,46,6554.69,1207
71,31,15089.07,1190
69,27,37215.27,1034
77,43,81018.92,1021
64,20,37045.93,1444
66,83,28615.66,1256
66,29,49483.18,1090
62,81,34308.44,1142
72,57,43141.41,787
74,57,8604.82,1306
74,20,52304.38,1056
69,39,105545.84,1199
74,73,14853.83,767
68,89,13768.64,1144
69,52,26176.25,848
72,36,58784.81,854
69,36,32074.64,816
65,38,4339.1,737
70,20,65505.87,1063
65,63,25438.83,1194
64,51,47985.38,1216
70,43,51519.55,1242
68,80,37539.81,908
66,51,45409.9,1600
73,37,13625.79,872
67,37,32894.39,803
73,57,56417.44,967
78,36,53379.1,1073
72,80,36832.58,1110
70,20,55386.98,1118
71,29,74301.84,1082
74,25,26774.38,682
69,24,32004.76,1157
71,65,109452.34,1600
65,37,29565.38,1285
75,28,8103.49,944
70,45,46154.25,918
68,33,11948.88,724
74,21,26421.77,1278
67,79,33614.74,1335
72,69,23260.85,1101
68,79,75044.33,953
66,18,14458.61,960
68,74,3735.42,626
71,69,40902.64,837
76,33,52268.46,1021
65,30,28208.77,826
67,78,40718,1026
61,46,23349.4,1287
69,39,65860.18,1323
72,85,14978.47,1171
66,68,29486.09,1521
68,84,28838.67,1148
71,37,22707.84,1293
69,88,21597.68,879
67,81,53848.56,872
67,57,50596.9,1149
66,48,9972.79,892
67,67,15324.94,1040
66,43,65010.42,935
74,41,26068.75,1111
61,36,34682.61,1400
65,67,26435.56,947
67,81,16741.31,1417
69,30,43420.85,1211
71,54,29601.49,518
75,84,53542.09,1461
72,47,51370.56,1343
68,87,7993.56,795
71,18,22803.58,1173
70,61,36762.24,1061
59,35,47158.6,998
65,42,56689.59,1378
71,83,103864.31,910
66,72,47300.4,955
66,44,51113.48,1175
74,79,22491.88,813
78,84,26422.08,1441
67,29,13380.64,938
71,68,16312.68,820
65,77,40829.74,1430
65,73,44626.93,1239
70,40,88029.51,569
76,74,79152.69,895
67,81,39776.12,938
65,18,33046.12,1035
69,36,24432.89,950
66,75,65342.6,1073
65,32,33473.58,1111
69,68,10144.94,1183
63,42,16760.46,939
66,41,27284.99,685
71,50,37246.66,887
65,32,41202.3,1482
70,79,51956.55,679
64,85,84150.18,1052
67,82,65883.11,885
75,20,56190.27,1139
66,75,9510.94,1193
69,46,97784.92,1337
68,36,85940.52,621
70,68,32726.18,1132
72,57,28671.12,1018
68,46,66949.92,911
69,49,24278.54,960
68,55,45137.89,914
69,19,19914.51,966
71,46,37808.93,1199
69,69,42864.83,400
67,21,14678.03,910
65,36,68755.71,1222
67,64,50403.29,850
59,60,13946,753
71,57,60213.85,1012
67,40,27692.15,1121
68,27,57183.37,943
73,51,53011.5,1140
65,87,26403.47,1227
71,39,47152.21,1047
75,44,23351.55,680
69,49,44548.82,918
73,19,33722.49,1156
65,78,77825.83,1359
70,38,4698.49,1239
70,58,90180.98,1161
65,47,50641.81,1138
63,89,26549.73,1198
68,18,55095.38,817
68,81,20041.01,1095
66,52,32323.33,754
70,86,70201.62,713
58,51,38907,1063
65,39,4624.71,1032
73,24,50315.85,725
66,37,19741.24,1197
73,45,86804.62,1094
67,81,75449.14,1258
72,88,59793.03,922
68,52,102737.8,1095
68,55,85589.59,1303
67,77,17200.43,1391
70,83,66462.69,1379
72,79,44423.11,1129
64,41,7489.64,946
67,35,22945.68,1210
64,89,39331.34,625
68,58,46779.85,1016
72,26,70103.51,1044
65,61,58074.27,1333
72,69,12292.9,1209
69,47,45849.67,1117
61,45,108895.06,1042
65,60,36578.91,854
68,65,22441.4,887
62,52,30105.4,924
69,77,59754.47,1086
75,50,40189.94,1166
75,65,13960.54,1083
79,63,42879.33,1081
64,76,29631.14,1487
70,57,7040.91,970
64,74,12398.88,978
